Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
0000,4,4.460,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,4.460
0200,1,0.080,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.080
0800,55,1338.570,0,0.000,2,13.090,3,19.800,1,32.340,1,6.600,4,26.200,13,76.815,6,271.490,2,13.200,0,0.000,2,11.070,6,211.875,1,26.460,1,9.100,0,0.000,0,0.000,2,72.980,1,6.600,2,108.840,0,0.000,2,170.160,1,39.770,1,92.130,0,0.000,106,2547.090
0801,7,134.868,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,99.990,8,234.858
0803,2,11.685,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,11.685
0804,14,68.950,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,15,78.310
0810,1991,11293.086,31,207.720,41,263.065,77,514.455,50,371.365,60,405.785,52,488.280,57,392.600,50,370.680,39,341.600,65,430.695,72,554.005,85,738.155,55,350.845,69,449.660,53,366.590,43,383.960,61,400.335,60,404.255,50,351.405,44,294.220,36,266.415,20,315.270,34,460.310,31,202.950,3226,20617.706
0811,2,9.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,9.000
0812,1020,5630.618,26,163.025,33,252.610,31,223.800,25,157.455,39,251.595,28,183.395,34,213.320,28,178.960,27,334.650,32,203.550,42,271.570,46,298.250,30,190.377,46,302.640,31,204.895,42,290.905,50,320.680,35,219.435,27,182.815,30,195.270,20,138.140,17,111.540,19,111.460,15,159.785,1773,10790.740
0813,6,78.949,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,7,85.549
0814,3,13.060,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,13.060
0820,567,6123.634,14,112.670,19,133.790,20,139.025,16,155.210,37,327.560,26,199.670,19,180.540,15,105.260,20,135.745,18,181.740,19,134.055,20,287.420,21,157.695,29,216.030,14,190.935,25,226.810,32,286.425,30,427.210,31,308.560,17,126.330,17,109.120,15,371.655,9,246.920,10,77.635,1060,10961.644
0821,6,147.003,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,7,156.303
0822,503,5441.017,13,99.660,8,132.622,13,99.170,17,164.585,16,145.025,14,119.255,6,32.605,16,170.055,19,286.615,14,218.660,22,164.000,20,349.085,13,94.380,18,126.595,15,155.945,13,101.690,18,165.850,20,169.775,11,112.175,5,40.840,22,219.945,25,241.925,8,111.530,18,180.035,867,9143.039
0828,111,1704.881,4,46.945,3,39.690,6,101.570,5,32.560,6,46.650,4,122.190,3,22.500,3,27.210,5,61.580,7,43.340,2,15.715,6,80.425,3,22.500,10,187.695,4,32.900,5,100.590,6,61.395,3,22.150,5,128.515,2,47.270,4,77.940,2,13.100,4,24.260,8,172.790,221,3236.361
0829,19,452.435,0,0.000,1,9.145,0,0.000,0,0.000,1,36.340,1,99.710,1,9.135,0,0.000,1,98.560,0,0.000,1,6.600,1,6.300,0,0.000,2,47.790,0,0.000,1,9.135,0,0.000,1,32.690,0,0.000,0,0.000,1,19.800,0,0.000,1,9.240,2,35.500,34,872.380
0830,1121,6165.049,23,154.935,38,248.355,48,350.485,40,332.675,49,318.735,36,227.510,36,252.200,35,303.650,27,187.460,36,273.965,39,241.025,37,335.210,27,192.765,31,193.955,42,275.295,42,266.950,41,329.010,26,173.765,27,182.540,16,107.305,19,118.850,19,118.885,29,417.535,23,270.315,1907,12038.424
0831,9,38.980,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,9,38.980
0832,1327,7380.591,36,224.880,32,200.885,40,263.895,44,275.816,47,303.530,41,265.775,53,427.427,39,241.515,40,246.200,50,315.310,47,301.095,45,290.120,42,273.780,40,256.430,32,215.905,38,244.475,47,303.405,33,219.170,32,219.835,27,179.690,19,126.085,18,118.680,29,207.310,19,125.570,2217,13227.374
0834,130,823.027,1,6.480,7,55.315,3,19.870,4,31.585,7,61.715,3,21.950,2,15.880,5,40.335,3,21.280,4,31.045,4,29.500,4,28.930,0,0.000,1,9.300,4,35.460,5,34.575,11,96.160,7,51.385,4,31.085,2,15.230,3,30.250,4,33.950,3,57.290,4,26.930,225,1608.527
0835,296,1648.973,5,37.760,4,34.390,7,53.495,4,36.535,8,53.485,6,44.885,6,44.345,8,54.870,10,67.735,10,75.920,5,40.500,13,163.155,9,66.565,13,158.730,6,42.125,9,64.350,10,84.180,14,110.440,8,62.600,8,52.350,6,48.690,1,5.280,9,58.420,6,76.730,481,3186.508
0836,691,4128.091,26,216.130,22,176.325,20,166.215,17,139.240,24,183.905,19,149.800,27,226.110,18,135.950,19,229.790,24,182.775,19,161.340,20,152.615,21,150.375,21,167.675,23,181.315,19,157.180,22,176.645,19,156.910,21,160.645,19,148.260,12,91.280,11,86.785,5,55.570,2,35.550,1141,7816.476
0837,37,258.241,0,0.000,0,0.000,0,0.000,0,0.000,3,24.780,1,9.135,0,0.000,3,50.745,3,23.040,1,8.990,0,0.000,0,0.000,2,13.000,2,17.400,0,0.000,5,144.140,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,25.050,0,0.000,0,0.000,60,574.521
0838,65,412.487,1,6.490,5,43.235,0,0.000,5,38.330,0,0.000,8,60.785,3,22.125,0,0.000,0,0.000,2,15.745,1,6.645,2,18.245,4,34.170,1,6.600,0,0.000,4,31.585,4,36.400,2,18.340,2,15.700,0,0.000,1,9.240,3,22.440,2,18.340,3,84.740,118,901.642
0839,7,142.860,2,12.980,0,0.000,0,0.000,0,0.000,0,0.000,1,39.600,0,0.000,2,12.980,1,6.600,2,105.000,0,0.000,0,0.000,1,6.615,0,0.000,1,6.650,0,0.000,0,0.000,0,0.000,3,51.280,0,0.000,1,39.960,0,0.000,0,0.000,0,0.000,21,424.525
0840,65,349.615,1,6.490,2,15.635,0,0.000,2,11.215,0,0.000,2,12.970,3,24.890,5,38.305,5,36.405,2,15.635,4,28.850,3,19.380,0,0.000,2,13.215,1,9.295,1,6.600,2,13.860,2,15.855,3,25.155,1,6.615,1,6.600,2,15.700,0,0.000,0,0.000,109,672.285
0841,36,362.575,2,18.265,2,15.635,1,6.600,1,9.000,4,33.755,3,22.215,0,0.000,1,9.135,1,9.300,2,18.445,1,6.600,0,0.000,0,0.000,2,18.600,0,0.000,2,15.815,3,118.000,1,9.240,1,6.600,0,0.000,2,18.600,1,9.240,0,0.000,2,16.960,68,724.580
0845,57,482.506,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,3,14.800,0,0.000,0,0.000,1,6.490,1,6.490,2,13.000,1,10.400,1,10.890,1,6.600,0,0.000,0,0.000,0,0.000,1,19.800,0,0.000,1,6.660,0,0.000,70,584.236
0846,34,215.760,0,0.000,0,0.000,1,6.600,1,6.490,0,0.000,0,0.000,0,0.000,1,4.800,0,0.000,0,0.000,0,0.000,3,37.000,1,9.145,1,9.300,1,2.640,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,44,298.350
0847,11,169.855,0,0.000,0,0.000,0,0.000,1,6.490,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.320,0,0.000,1,6.490,2,47.600,0,0.000,0,0.000,0,0.000,2,13.500,0,0.000,1,9.250,1,6.600,1,4.200,21,265.305
0850,418,3528.924,2,41.105,6,73.680,8,59.315,3,27.910,8,197.010,12,141.610,6,38.500,18,113.695,10,133.765,9,70.085,9,159.285,15,107.590,10,130.850,16,115.610,16,169.565,10,106.230,10,81.810,46,232.155,10,90.820,18,95.580,39,133.650,41,139.865,29,138.790,7,46.810,776,6174.209
0851,45,264.175,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,61.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,46,325.375
0852,88,992.840,0,0.000,3,23.450,1,9.240,0,0.000,4,50.810,3,69.250,7,66.480,1,6.490,2,19.180,1,9.280,2,27.660,3,15.660,5,135.920,2,14.890,1,6.300,1,9.100,6,87.020,3,23.760,0,0.000,6,41.280,2,15.540,2,71.940,4,55.240,3,128.040,150,1879.370
0853,1,2.650,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.650
0854,9,102.915,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,36.480,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,19.800,13,159.195
0860,86,477.689,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,23,121.510,1,24.180,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,5,33.000,0,0.000,0,0.000,0,0.000,1,9.000,3,25.080,0,0.000,0,0.000,0,0.000,120,697.059
0861,18,106.495,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,15.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21,121.595
0862,22,215.030,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,65.100,0,0.000,0,0.000,0,0.000,0,0.000,3,10.560,1,2.640,0,0.000,0,0.000,5,23.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,50.160,0,0.000,33,366.590
0870,2032,11129.602,6,49.485,10,70.415,10,213.385,17,193.120,19,120.635,17,108.495,19,148.195,20,132.645,25,190.880,39,268.650,34,259.335,16,115.630,18,228.255,21,138.494,31,191.945,14,97.105,34,258.675,19,138.400,23,433.590,17,229.300,26,224.855,14,155.310,13,102.920,21,347.230,2515,15546.551
0871,55,394.180,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,57,407.380
0872,136,1445.312,0,0.000,2,22.800,2,11.805,0,0.000,2,19.920,1,10.140,1,6.000,4,156.715,1,9.000,0,0.000,1,7.245,2,10.400,3,30.190,1,78.210,5,120.820,0,0.000,0,0.000,3,17.370,2,12.320,2,18.730,0,0.000,0,0.000,0,0.000,1,6.600,169,1983.577
0873,68,382.018,1,5.670,2,15.615,0,0.000,3,15.270,1,5.775,0,0.000,3,22.070,2,9.216,1,9.300,1,6.400,5,38.230,4,141.950,3,17.995,3,22.440,2,18.280,2,13.110,7,54.220,3,22.440,6,36.790,0,0.000,4,26.400,2,14.210,4,29.950,5,81.720,132,989.069
0874,6,65.740,0,0.000,1,5.400,0,0.000,0,0.000,0,0.000,2,7.950,0,0.000,1,9.300,0,0.000,1,6.600,1,6.650,2,13.230,0,0.000,1,6.600,1,6.490,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17,134.560
0875,83,484.116,1,3.420,1,6.600,0,0.000,1,6.600,1,6.555,1,6.600,0,0.000,0,0.000,3,22.095,1,6.400,1,6.490,1,6.600,1,6.600,0,0.000,5,32.905,3,19.400,6,39.400,0,0.000,1,6.320,1,6.615,5,69.890,3,20.890,5,36.530,1,6.570,125,800.596
0880,22,228.491,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.710,0,0.000,23,239.201
0881,12,107.730,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,12,107.730
0885,6,220.570,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,13.200,0,0.000,0,0.000,3,109.740,0,0.000,0,0.000,2,155.430,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,99.660,0,0.000,0,0.000,0,0.000,13,598.600
0886,9,131.540,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,20.150,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10,151.690
1340,1,1.140,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.140
1355,1,1.020,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.020
1435,1,1.540,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.540
1460,1,4.750,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.750
1470,2,5.810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,5.810
1475,3,11.985,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,11.985
1480,2,4.880,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,4.880
1485,1,2.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.000
1490,1,1.510,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.510
1495,1,4.750,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.480,0,0.000,0,0.000,0,0.000,2,11.230
1560,1,5.025,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.025
1570,2,11.150,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,11.150
1595,2,4.140,0,0.000,0,0.000,0,0.000,0,0.000,1,7.560,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,11.700
1630,6,23.885,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,7,33.785
1640,2,15.075,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,15.075
1655,2,11.245,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,17.845
1658,1,5.040,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.040
1660,1,3.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.100
1670,1,4.440,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.440
1680,2,9.380,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,9.380
1710,1,4.800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.800
1715,2,3.010,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,3.010
1730,3,8.000,0,0.000,0,0.000,0,0.000,1,5.490,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,13.490
1741,1,10.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.000
1755,2,5.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,5.100
1765,7,19.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,8,25.800
1790,4,115.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,115.900
1800,1,4.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.200
1805,2,14.720,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,14.720
1830,1,6.080,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.080
1835,1,1.140,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.140
1848,1,1.040,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.040
1860,3,25.420,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,25.420
